ComplianceCheckID,RelatedTransactionID,CheckDate,DueDate,Status,Department,Owner,Severity,Comments,DaysOverdue
C201391,T105750,05-06-2024,21-06-2024,Closed,Risk,Owner_12,Medium,"Auto-generated check for txn T105750, severity Medium",466
C201392,T105754,08-08-2025,25-08-2025,Closed,Corporate,Owner_1,Medium,"Auto-generated check for txn T105754, severity Medium",36
C201393,T105759,20-07-2024,16-08-2024,Closed,Retail,Owner_2,Low,"Auto-generated check for txn T105759, severity Low",410
C201394,T105760,03-05-2025,13-05-2025,Open,Retail,Owner_3,Medium,"Auto-generated check for txn T105760, severity Medium",140
C201395,T105761,25-08-2025,15-09-2025,Closed,Corporate,Owner_4,Low,"Auto-generated check for txn T105761, severity Low",15
C201396,T105762,29-08-2025,15-09-2025,Closed,Online,Owner_5,Low,"Auto-generated check for txn T105762, severity Low",15
C201397,T105763,24-04-2024,13-05-2024,Closed,Support,Owner_6,Low,"Auto-generated check for txn T105763, severity Low",505
C201398,T105765,16-04-2025,13-05-2025,Closed,Retail,Owner_7,Low,"Auto-generated check for txn T105765, severity Low",140
C201399,T105766,10-06-2024,20-06-2024,Closed,Retail,Owner_8,Medium,"Auto-generated check for txn T105766, severity Medium",467
C201400,T105771,06-04-2025,28-04-2025,Closed,Risk,Owner_9,Medium,"Auto-generated check for txn T105771, severity Medium",155
C201401,T105772,16-06-2024,11-07-2024,Closed,Support,Owner_10,Medium,"Auto-generated check for txn T105772, severity Medium",446
C201402,T105774,22-01-2024,05-02-2024,Closed,Support,Owner_11,Low,"Auto-generated check for txn T105774, severity Low",603
C201403,T105777,07-04-2024,05-05-2024,Closed,Corporate,Owner_12,Medium,"Auto-generated check for txn T105777, severity Medium",513
C201404,T105792,10-09-2025,03-10-2025,Closed,Support,Owner_1,Medium,"Auto-generated check for txn T105792, severity Medium",0
C201405,T105797,19-09-2025,05-10-2025,Closed,Support,Owner_2,Medium,"Auto-generated check for txn T105797, severity Medium",0
C201406,T105799,17-04-2024,15-05-2024,Closed,Support,Owner_3,Low,"Auto-generated check for txn T105799, severity Low",503
C201407,T105801,04-03-2024,03-04-2024,Closed,Risk,Owner_4,Low,"Auto-generated check for txn T105801, severity Low",545
C201408,T105802,25-06-2024,17-07-2024,Open,Corporate,Owner_5,Low,"Auto-generated check for txn T105802, severity Low",440
C201409,T105803,10-06-2025,20-06-2025,Closed,Online,Owner_6,Low,"Auto-generated check for txn T105803, severity Low",102
C201410,T105807,18-09-2025,12-10-2025,Closed,Corporate,Owner_7,Low,"Auto-generated check for txn T105807, severity Low",0
C201411,T105809,26-09-2024,22-10-2024,Closed,Online,Owner_8,Low,"Auto-generated check for txn T105809, severity Low",343
C201412,T105818,17-08-2025,30-08-2025,Closed,Online,Owner_9,Low,"Auto-generated check for txn T105818, severity Low",31
C201413,T105819,16-11-2024,02-12-2024,Closed,Support,Owner_10,Low,"Auto-generated check for txn T105819, severity Low",302
C201414,T105827,18-02-2024,08-03-2024,Closed,Support,Owner_11,High,"Auto-generated check for txn T105827, severity High",571
C201415,T105829,11-12-2024,02-01-2025,Closed,Support,Owner_12,Medium,"Auto-generated check for txn T105829, severity Medium",271
C201416,T105830,29-09-2025,28-10-2025,In Progress,Support,Owner_1,High,"Auto-generated check for txn T105830, severity High",0
C201417,T105835,18-01-2025,07-02-2025,Closed,Risk,Owner_2,Low,"Auto-generated check for txn T105835, severity Low",235
C201418,T105838,22-01-2025,10-02-2025,Closed,Online,Owner_3,Low,"Auto-generated check for txn T105838, severity Low",232
C201419,T105842,06-03-2024,14-03-2024,Closed,Retail,Owner_4,Low,"Auto-generated check for txn T105842, severity Low",565
C201420,T105845,31-05-2024,09-06-2024,Closed,Retail,Owner_5,Medium,"Auto-generated check for txn T105845, severity Medium",478
C201421,T105855,07-05-2025,05-06-2025,Closed,Risk,Owner_6,Low,"Auto-generated check for txn T105855, severity Low",117
C201422,T105858,16-01-2024,12-02-2024,Closed,Support,Owner_7,Medium,"Auto-generated check for txn T105858, severity Medium",596
C201423,T105861,29-11-2024,13-12-2024,Closed,Risk,Owner_8,Low,"Auto-generated check for txn T105861, severity Low",291
C201424,T105862,07-01-2024,20-01-2024,Closed,Risk,Owner_9,Medium,"Auto-generated check for txn T105862, severity Medium",619
C201425,T105867,28-05-2024,07-06-2024,Closed,Corporate,Owner_10,Low,"Auto-generated check for txn T105867, severity Low",480
C201426,T105868,04-06-2025,14-06-2025,In Progress,Support,Owner_11,Low,"Auto-generated check for txn T105868, severity Low",108
C201427,T105869,11-01-2025,10-02-2025,Closed,Risk,Owner_12,Low,"Auto-generated check for txn T105869, severity Low",232
C201428,T105883,30-09-2025,22-10-2025,Closed,Corporate,Owner_1,Low,"Auto-generated check for txn T105883, severity Low",0
C201429,T105888,28-05-2025,19-06-2025,Closed,Retail,Owner_2,Low,"Auto-generated check for txn T105888, severity Low",103
C201430,T105891,13-01-2025,28-01-2025,Closed,Corporate,Owner_3,Low,"Auto-generated check for txn T105891, severity Low",245
C201431,T105892,16-11-2024,30-11-2024,In Progress,Support,Owner_4,Medium,"Auto-generated check for txn T105892, severity Medium",304
C201432,T105899,12-12-2024,01-01-2025,Closed,Retail,Owner_5,Low,"Auto-generated check for txn T105899, severity Low",272
C201433,T105902,25-03-2024,21-04-2024,Closed,Online,Owner_6,Medium,"Auto-generated check for txn T105902, severity Medium",527
C201434,T105904,05-03-2024,28-03-2024,Closed,Support,Owner_7,Medium,"Auto-generated check for txn T105904, severity Medium",551
C201435,T105912,02-04-2025,14-04-2025,Closed,Online,Owner_8,Medium,"Auto-generated check for txn T105912, severity Medium",169
C201436,T105913,24-09-2024,03-10-2024,Open,Online,Owner_9,Medium,"Auto-generated check for txn T105913, severity Medium",362
C201437,T105919,12-01-2025,07-02-2025,Closed,Risk,Owner_10,Low,"Auto-generated check for txn T105919, severity Low",235
C201438,T105924,11-06-2024,30-06-2024,Closed,Online,Owner_11,Medium,"Auto-generated check for txn T105924, severity Medium",457
C201439,T105940,20-09-2024,06-10-2024,Open,Risk,Owner_12,High,"Auto-generated check for txn T105940, severity High",359
C201440,T105941,04-06-2024,11-06-2024,Closed,Retail,Owner_1,Medium,"Auto-generated check for txn T105941, severity Medium",476
C201441,T105943,17-07-2025,13-08-2025,Closed,Retail,Owner_2,Medium,"Auto-generated check for txn T105943, severity Medium",48
C201442,T105951,11-04-2024,11-05-2024,Closed,Support,Owner_3,Low,"Auto-generated check for txn T105951, severity Low",507
C201443,T105960,17-09-2024,11-10-2024,Closed,Corporate,Owner_4,Low,"Auto-generated check for txn T105960, severity Low",354
C201444,T105963,10-05-2025,22-05-2025,Closed,Risk,Owner_5,Medium,"Auto-generated check for txn T105963, severity Medium",131
C201445,T105968,24-08-2025,09-09-2025,Closed,Corporate,Owner_6,Medium,"Auto-generated check for txn T105968, severity Medium",21
C201446,T105982,05-09-2025,19-09-2025,Closed,Online,Owner_7,High,"Auto-generated check for txn T105982, severity High",11
C201447,T105992,26-10-2024,09-11-2024,Open,Retail,Owner_8,Medium,"Auto-generated check for txn T105992, severity Medium",325
C201448,T106011,07-06-2025,27-06-2025,Closed,Risk,Owner_9,Medium,"Auto-generated check for txn T106011, severity Medium",95
C201449,T106019,02-03-2024,23-03-2024,Open,Support,Owner_10,Medium,"Auto-generated check for txn T106019, severity Medium",556
C201450,T106029,10-03-2024,23-03-2024,Closed,Online,Owner_11,Low,"Auto-generated check for txn T106029, severity Low",556
C201451,T106031,16-08-2024,02-09-2024,Closed,Risk,Owner_12,Low,"Auto-generated check for txn T106031, severity Low",393
C201452,T106035,04-06-2024,03-07-2024,Closed,Corporate,Owner_1,Low,"Auto-generated check for txn T106035, severity Low",454
C201453,T106036,06-04-2025,04-05-2025,In Progress,Retail,Owner_2,Low,"Auto-generated check for txn T106036, severity Low",149
C201454,T106037,11-07-2025,23-07-2025,Closed,Risk,Owner_3,Low,"Auto-generated check for txn T106037, severity Low",69
C201455,T106039,10-07-2025,05-08-2025,Closed,Support,Owner_4,Medium,"Auto-generated check for txn T106039, severity Medium",56
C201456,T106041,28-03-2024,27-04-2024,Closed,Corporate,Owner_5,Low,"Auto-generated check for txn T106041, severity Low",521
C201457,T106046,12-03-2024,29-03-2024,Open,Corporate,Owner_6,Medium,"Auto-generated check for txn T106046, severity Medium",550
C201458,T106048,05-06-2025,26-06-2025,In Progress,Corporate,Owner_7,High,"Auto-generated check for txn T106048, severity High",96
C201459,T106050,24-11-2024,18-12-2024,Closed,Corporate,Owner_8,Low,"Auto-generated check for txn T106050, severity Low",286
C201460,T106051,30-08-2025,15-09-2025,Closed,Corporate,Owner_9,Medium,"Auto-generated check for txn T106051, severity Medium",15
C201461,T106056,31-10-2024,24-11-2024,Closed,Corporate,Owner_10,Low,"Auto-generated check for txn T106056, severity Low",310
C201462,T106058,30-06-2025,20-07-2025,Closed,Support,Owner_11,Medium,"Auto-generated check for txn T106058, severity Medium",72
C201463,T106060,17-09-2024,02-10-2024,In Progress,Retail,Owner_12,Low,"Auto-generated check for txn T106060, severity Low",363
C201464,T106061,01-08-2024,31-08-2024,Closed,Corporate,Owner_1,Low,"Auto-generated check for txn T106061, severity Low",395
C201465,T106063,06-01-2025,17-01-2025,Open,Support,Owner_2,Low,"Auto-generated check for txn T106063, severity Low",256
C201466,T106069,06-06-2024,01-07-2024,Closed,Online,Owner_3,Low,"Auto-generated check for txn T106069, severity Low",456
C201467,T106076,29-07-2024,24-08-2024,In Progress,Corporate,Owner_4,Medium,"Auto-generated check for txn T106076, severity Medium",402
C201468,T106077,19-12-2024,13-01-2025,Open,Corporate,Owner_5,Medium,"Auto-generated check for txn T106077, severity Medium",260
C201469,T106082,28-08-2024,18-09-2024,Closed,Support,Owner_6,Medium,"Auto-generated check for txn T106082, severity Medium",377
C201470,T106085,22-10-2024,18-11-2024,Closed,Support,Owner_7,Low,"Auto-generated check for txn T106085, severity Low",316
C201471,T106088,31-03-2025,14-04-2025,Open,Retail,Owner_8,Low,"Auto-generated check for txn T106088, severity Low",169
C201472,T106099,17-07-2025,11-08-2025,Closed,Retail,Owner_9,Low,"Auto-generated check for txn T106099, severity Low",50
C201473,T106104,21-03-2024,31-03-2024,Closed,Support,Owner_10,High,"Auto-generated check for txn T106104, severity High",548
C201474,T106106,12-11-2024,08-12-2024,Closed,Online,Owner_11,Low,"Auto-generated check for txn T106106, severity Low",296
C201475,T106109,29-08-2025,25-09-2025,Closed,Retail,Owner_12,Medium,"Auto-generated check for txn T106109, severity Medium",5
C201476,T106114,27-06-2024,07-07-2024,Closed,Corporate,Owner_1,Medium,"Auto-generated check for txn T106114, severity Medium",450
C201477,T106123,04-10-2025,16-10-2025,Closed,Online,Owner_2,Low,"Auto-generated check for txn T106123, severity Low",0
C201478,T106146,25-11-2024,23-12-2024,In Progress,Risk,Owner_3,Low,"Auto-generated check for txn T106146, severity Low",281
C201479,T106154,05-05-2024,17-05-2024,Open,Corporate,Owner_4,Low,"Auto-generated check for txn T106154, severity Low",501
C201480,T106174,24-11-2024,05-12-2024,Closed,Corporate,Owner_5,Medium,"Auto-generated check for txn T106174, severity Medium",299
C201481,T106175,08-12-2024,21-12-2024,Open,Retail,Owner_6,Low,"Auto-generated check for txn T106175, severity Low",283
C201482,T106178,07-05-2024,26-05-2024,Open,Corporate,Owner_7,Low,"Auto-generated check for txn T106178, severity Low",492
C201483,T106191,17-02-2025,10-03-2025,Closed,Corporate,Owner_8,Medium,"Auto-generated check for txn T106191, severity Medium",204
C201484,T106194,17-03-2025,11-04-2025,Closed,Risk,Owner_9,Medium,"Auto-generated check for txn T106194, severity Medium",172
C201485,T106198,14-05-2024,13-06-2024,Closed,Retail,Owner_10,Medium,"Auto-generated check for txn T106198, severity Medium",474
C201486,T106202,10-08-2025,19-08-2025,Open,Risk,Owner_11,Medium,"Auto-generated check for txn T106202, severity Medium",42
C201487,T106216,11-04-2024,03-05-2024,Closed,Retail,Owner_12,Medium,"Auto-generated check for txn T106216, severity Medium",515
C201488,T106217,27-08-2024,16-09-2024,Closed,Corporate,Owner_1,Medium,"Auto-generated check for txn T106217, severity Medium",379
C201489,T106223,23-08-2024,01-09-2024,Closed,Online,Owner_2,Medium,"Auto-generated check for txn T106223, severity Medium",394
C201490,T106227,25-09-2025,05-10-2025,Closed,Retail,Owner_3,Low,"Auto-generated check for txn T106227, severity Low",0
C201491,T106231,05-08-2025,29-08-2025,Closed,Corporate,Owner_4,Low,"Auto-generated check for txn T106231, severity Low",32
C201492,T106237,23-02-2025,17-03-2025,Closed,Support,Owner_5,Low,"Auto-generated check for txn T106237, severity Low",197
C201493,T106239,30-07-2025,27-08-2025,In Progress,Risk,Owner_6,Medium,"Auto-generated check for txn T106239, severity Medium",34
C201494,T106241,01-03-2024,15-03-2024,Closed,Risk,Owner_7,Low,"Auto-generated check for txn T106241, severity Low",564
C201495,T106243,20-04-2025,06-05-2025,Open,Support,Owner_8,Low,"Auto-generated check for txn T106243, severity Low",147
C201496,T106248,04-04-2025,21-04-2025,In Progress,Risk,Owner_9,Low,"Auto-generated check for txn T106248, severity Low",162
C201497,T106251,26-04-2024,17-05-2024,Closed,Support,Owner_10,Medium,"Auto-generated check for txn T106251, severity Medium",501
C201498,T106254,13-09-2024,30-09-2024,Closed,Support,Owner_11,Low,"Auto-generated check for txn T106254, severity Low",365
C201499,T106264,25-06-2025,10-07-2025,Closed,Corporate,Owner_12,Low,"Auto-generated check for txn T106264, severity Low",82
C201500,T106275,22-02-2025,20-03-2025,Closed,Online,Owner_1,Medium,"Auto-generated check for txn T106275, severity Medium",194
C201501,T106278,24-06-2025,04-07-2025,Closed,Risk,Owner_2,Medium,"Auto-generated check for txn T106278, severity Medium",88
C201502,T106280,12-06-2025,19-06-2025,Closed,Corporate,Owner_3,Low,"Auto-generated check for txn T106280, severity Low",103
C201503,T106281,30-12-2024,23-01-2025,Closed,Risk,Owner_4,Medium,"Auto-generated check for txn T106281, severity Medium",250
C201504,T106285,02-01-2025,12-01-2025,Closed,Online,Owner_5,Medium,"Auto-generated check for txn T106285, severity Medium",261
C201505,T106286,10-07-2025,23-07-2025,Closed,Corporate,Owner_6,Low,"Auto-generated check for txn T106286, severity Low",69
C201506,T106291,11-09-2024,01-10-2024,Closed,Risk,Owner_7,Low,"Auto-generated check for txn T106291, severity Low",364
C201507,T106293,26-07-2024,09-08-2024,Closed,Corporate,Owner_8,Low,"Auto-generated check for txn T106293, severity Low",417
C201508,T106295,16-07-2025,09-08-2025,Closed,Support,Owner_9,Low,"Auto-generated check for txn T106295, severity Low",52
C201509,T106296,11-08-2024,23-08-2024,Closed,Risk,Owner_10,Medium,"Auto-generated check for txn T106296, severity Medium",403
C201510,T106300,16-05-2025,08-06-2025,In Progress,Support,Owner_11,Medium,"Auto-generated check for txn T106300, severity Medium",114
C201511,T106304,31-08-2024,13-09-2024,Closed,Support,Owner_12,Medium,"Auto-generated check for txn T106304, severity Medium",382
C201512,T106308,04-12-2024,28-12-2024,Closed,Retail,Owner_1,Low,"Auto-generated check for txn T106308, severity Low",276
C201513,T106310,19-08-2024,31-08-2024,Closed,Support,Owner_2,Medium,"Auto-generated check for txn T106310, severity Medium",395
C201514,T106316,10-04-2025,05-05-2025,Closed,Risk,Owner_3,Low,"Auto-generated check for txn T106316, severity Low",148
C201515,T106320,29-01-2025,13-02-2025,Closed,Online,Owner_4,Low,"Auto-generated check for txn T106320, severity Low",229
C201516,T106324,27-02-2024,08-03-2024,Closed,Support,Owner_5,Medium,"Auto-generated check for txn T106324, severity Medium",571
C201517,T106327,18-09-2024,07-10-2024,Closed,Support,Owner_6,Low,"Auto-generated check for txn T106327, severity Low",358
C201518,T106334,09-06-2024,17-06-2024,Closed,Online,Owner_7,Low,"Auto-generated check for txn T106334, severity Low",470
C201519,T106336,21-04-2024,11-05-2024,Closed,Risk,Owner_8,Low,"Auto-generated check for txn T106336, severity Low",507
C201520,T106341,16-02-2025,12-03-2025,Closed,Corporate,Owner_9,Low,"Auto-generated check for txn T106341, severity Low",202
C201521,T106343,10-06-2025,10-07-2025,Closed,Risk,Owner_10,Low,"Auto-generated check for txn T106343, severity Low",82
C201522,T106344,24-09-2024,18-10-2024,Open,Retail,Owner_11,Medium,"Auto-generated check for txn T106344, severity Medium",347
C201523,T106354,13-08-2025,29-08-2025,Closed,Retail,Owner_12,Medium,"Auto-generated check for txn T106354, severity Medium",32
C201524,T106357,21-10-2024,29-10-2024,Closed,Retail,Owner_1,Medium,"Auto-generated check for txn T106357, severity Medium",336
C201525,T106358,29-08-2025,15-09-2025,Open,Support,Owner_2,Medium,"Auto-generated check for txn T106358, severity Medium",15
C201526,T106361,28-10-2024,26-11-2024,In Progress,Support,Owner_3,Low,"Auto-generated check for txn T106361, severity Low",308
C201527,T106363,29-10-2024,05-11-2024,In Progress,Retail,Owner_4,Medium,"Auto-generated check for txn T106363, severity Medium",329
C201528,T106367,15-04-2024,08-05-2024,Open,Retail,Owner_5,Medium,"Auto-generated check for txn T106367, severity Medium",510
C201529,T106368,21-11-2024,19-12-2024,Closed,Support,Owner_6,Medium,"Auto-generated check for txn T106368, severity Medium",285
C201530,T106376,19-04-2025,19-05-2025,Closed,Corporate,Owner_7,Medium,"Auto-generated check for txn T106376, severity Medium",134
C201531,T106380,18-01-2025,03-02-2025,Closed,Risk,Owner_8,Low,"Auto-generated check for txn T106380, severity Low",239
C201532,T106381,10-12-2024,24-12-2024,Closed,Risk,Owner_9,Medium,"Auto-generated check for txn T106381, severity Medium",280
C201533,T106384,24-10-2024,22-11-2024,Closed,Support,Owner_10,Low,"Auto-generated check for txn T106384, severity Low",312
C201534,T106385,07-02-2025,05-03-2025,Closed,Online,Owner_11,Low,"Auto-generated check for txn T106385, severity Low",209
C201535,T106386,26-12-2024,23-01-2025,Open,Risk,Owner_12,Medium,"Auto-generated check for txn T106386, severity Medium",250
C201536,T106392,26-04-2025,22-05-2025,Closed,Corporate,Owner_1,Low,"Auto-generated check for txn T106392, severity Low",131
C201537,T106403,13-07-2025,04-08-2025,Open,Risk,Owner_2,Low,"Auto-generated check for txn T106403, severity Low",57
C201538,T106405,23-07-2025,22-08-2025,Closed,Online,Owner_3,Low,"Auto-generated check for txn T106405, severity Low",39
C201539,T106412,01-07-2025,31-07-2025,Closed,Retail,Owner_4,Low,"Auto-generated check for txn T106412, severity Low",61
C201540,T106413,13-09-2024,11-10-2024,Open,Online,Owner_5,Low,"Auto-generated check for txn T106413, severity Low",354
C201541,T106420,26-09-2025,25-10-2025,Closed,Retail,Owner_6,Low,"Auto-generated check for txn T106420, severity Low",0
C201542,T106426,31-08-2025,23-09-2025,Closed,Risk,Owner_7,Medium,"Auto-generated check for txn T106426, severity Medium",7
C201543,T106428,21-06-2024,29-06-2024,Closed,Support,Owner_8,Medium,"Auto-generated check for txn T106428, severity Medium",458
C201544,T106433,25-11-2024,11-12-2024,Closed,Risk,Owner_9,Low,"Auto-generated check for txn T106433, severity Low",293
C201545,T106436,22-12-2024,02-01-2025,Open,Risk,Owner_10,Low,"Auto-generated check for txn T106436, severity Low",271
C201546,T106438,25-03-2024,04-04-2024,Closed,Retail,Owner_11,Low,"Auto-generated check for txn T106438, severity Low",544
C201547,T106441,17-01-2024,28-01-2024,Closed,Support,Owner_12,Medium,"Auto-generated check for txn T106441, severity Medium",611
C201548,T106442,12-04-2025,09-05-2025,Open,Retail,Owner_1,Medium,"Auto-generated check for txn T106442, severity Medium",144
C201549,T106446,10-09-2025,01-10-2025,Closed,Risk,Owner_2,Low,"Auto-generated check for txn T106446, severity Low",0
C201550,T106447,10-11-2024,19-11-2024,Closed,Corporate,Owner_3,Low,"Auto-generated check for txn T106447, severity Low",315
C201551,T106455,03-05-2024,24-05-2024,Closed,Retail,Owner_4,Medium,"Auto-generated check for txn T106455, severity Medium",494
C201552,T106457,18-09-2024,09-10-2024,Closed,Online,Owner_5,Medium,"Auto-generated check for txn T106457, severity Medium",356
C201553,T106458,31-01-2024,28-02-2024,In Progress,Retail,Owner_6,Low,"Auto-generated check for txn T106458, severity Low",580
C201554,T106463,25-06-2024,02-07-2024,Closed,Online,Owner_7,Low,"Auto-generated check for txn T106463, severity Low",455
C201555,T106472,21-02-2025,19-03-2025,Closed,Online,Owner_8,Medium,"Auto-generated check for txn T106472, severity Medium",195
C201556,T106476,01-12-2024,17-12-2024,Open,Online,Owner_9,Low,"Auto-generated check for txn T106476, severity Low",287
C201557,T106482,07-02-2025,05-03-2025,Open,Support,Owner_10,High,"Auto-generated check for txn T106482, severity High",209
C201558,T106490,24-01-2025,15-02-2025,Closed,Retail,Owner_11,Low,"Auto-generated check for txn T106490, severity Low",227
C201559,T106502,04-11-2024,11-11-2024,Closed,Risk,Owner_12,Medium,"Auto-generated check for txn T106502, severity Medium",323
C201560,T106503,07-01-2024,25-01-2024,Closed,Online,Owner_1,Medium,"Auto-generated check for txn T106503, severity Medium",614
C201561,T106504,25-02-2024,11-03-2024,Closed,Online,Owner_2,Low,"Auto-generated check for txn T106504, severity Low",568
C201562,T106505,04-06-2025,04-07-2025,Closed,Risk,Owner_3,Medium,"Auto-generated check for txn T106505, severity Medium",88
C201563,T106508,05-07-2025,22-07-2025,Closed,Retail,Owner_4,Medium,"Auto-generated check for txn T106508, severity Medium",70
C201564,T106511,19-05-2025,12-06-2025,Closed,Risk,Owner_5,Low,"Auto-generated check for txn T106511, severity Low",110
C201565,T106513,30-05-2025,07-06-2025,In Progress,Risk,Owner_6,Medium,"Auto-generated check for txn T106513, severity Medium",115
C201566,T106515,01-06-2024,27-06-2024,Closed,Online,Owner_7,Low,"Auto-generated check for txn T106515, severity Low",460
C201567,T106517,11-04-2025,09-05-2025,Open,Online,Owner_8,Low,"Auto-generated check for txn T106517, severity Low",144
C201568,T106518,19-09-2025,14-10-2025,Closed,Retail,Owner_9,Medium,"Auto-generated check for txn T106518, severity Medium",0
C201569,T106522,22-05-2025,04-06-2025,Closed,Risk,Owner_10,Low,"Auto-generated check for txn T106522, severity Low",118
C201570,T106525,29-09-2025,06-10-2025,Closed,Support,Owner_11,High,"Auto-generated check for txn T106525, severity High",0
C201571,T106531,03-08-2025,13-08-2025,Closed,Online,Owner_12,Low,"Auto-generated check for txn T106531, severity Low",48
C201572,T106532,14-08-2025,23-08-2025,Closed,Corporate,Owner_1,Medium,"Auto-generated check for txn T106532, severity Medium",38
C201573,T106541,29-05-2025,08-06-2025,Closed,Risk,Owner_2,Medium,"Auto-generated check for txn T106541, severity Medium",114
C201574,T106545,01-03-2024,18-03-2024,Closed,Risk,Owner_3,Medium,"Auto-generated check for txn T106545, severity Medium",561
C201575,T106553,06-01-2024,03-02-2024,Open,Support,Owner_4,Low,"Auto-generated check for txn T106553, severity Low",605
C201576,T106559,06-09-2025,01-10-2025,Closed,Retail,Owner_5,Low,"Auto-generated check for txn T106559, severity Low",0
C201577,T106560,04-06-2024,19-06-2024,Closed,Corporate,Owner_6,Low,"Auto-generated check for txn T106560, severity Low",468
C201578,T106561,27-07-2024,12-08-2024,Closed,Risk,Owner_7,Low,"Auto-generated check for txn T106561, severity Low",414
C201579,T106562,03-05-2024,18-05-2024,Closed,Retail,Owner_8,Medium,"Auto-generated check for txn T106562, severity Medium",500
C201580,T106567,27-12-2024,22-01-2025,Closed,Support,Owner_9,Low,"Auto-generated check for txn T106567, severity Low",251
C201581,T106570,27-12-2024,11-01-2025,Closed,Retail,Owner_10,Low,"Auto-generated check for txn T106570, severity Low",262
C201582,T106574,23-02-2024,18-03-2024,Open,Support,Owner_11,Medium,"Auto-generated check for txn T106574, severity Medium",561
C201583,T106577,27-06-2024,16-07-2024,Closed,Support,Owner_12,Low,"Auto-generated check for txn T106577, severity Low",441
C201584,T106578,29-08-2024,08-09-2024,Closed,Risk,Owner_1,Low,"Auto-generated check for txn T106578, severity Low",387
C201585,T106585,24-09-2024,10-10-2024,Closed,Retail,Owner_2,Low,"Auto-generated check for txn T106585, severity Low",355
C201586,T106590,17-10-2024,27-10-2024,Closed,Online,Owner_3,Medium,"Auto-generated check for txn T106590, severity Medium",338
C201587,T106600,12-12-2024,29-12-2024,Closed,Online,Owner_4,Medium,"Auto-generated check for txn T106600, severity Medium",275
C201588,T106606,27-03-2024,12-04-2024,In Progress,Corporate,Owner_5,Medium,"Auto-generated check for txn T106606, severity Medium",536
C201589,T106608,21-08-2025,15-09-2025,Closed,Support,Owner_6,Medium,"Auto-generated check for txn T106608, severity Medium",15
C201590,T106609,19-07-2024,12-08-2024,Closed,Online,Owner_7,Low,"Auto-generated check for txn T106609, severity Low",414
C201591,T106611,05-05-2025,24-05-2025,Closed,Corporate,Owner_8,Medium,"Auto-generated check for txn T106611, severity Medium",129
C201592,T106615,13-04-2025,13-05-2025,Closed,Retail,Owner_9,Low,"Auto-generated check for txn T106615, severity Low",140
C201593,T106616,11-05-2024,22-05-2024,Closed,Online,Owner_10,Low,"Auto-generated check for txn T106616, severity Low",496
C201594,T106620,17-03-2024,03-04-2024,Closed,Retail,Owner_11,Medium,"Auto-generated check for txn T106620, severity Medium",545
C201595,T106626,31-05-2025,12-06-2025,In Progress,Online,Owner_12,Medium,"Auto-generated check for txn T106626, severity Medium",110
C201596,T106628,24-12-2024,18-01-2025,Closed,Support,Owner_1,Medium,"Auto-generated check for txn T106628, severity Medium",255
C201597,T106629,27-03-2025,22-04-2025,Closed,Risk,Owner_2,Low,"Auto-generated check for txn T106629, severity Low",161
C201598,T106630,25-09-2024,03-10-2024,Closed,Retail,Owner_3,Low,"Auto-generated check for txn T106630, severity Low",362
C201599,T106631,31-03-2024,25-04-2024,Closed,Support,Owner_4,Low,"Auto-generated check for txn T106631, severity Low",523
C201600,T106633,02-12-2024,13-12-2024,Closed,Support,Owner_5,Medium,"Auto-generated check for txn T106633, severity Medium",291
C201601,T106634,17-02-2025,06-03-2025,Closed,Online,Owner_6,Low,"Auto-generated check for txn T106634, severity Low",208
C201602,T106641,24-05-2025,10-06-2025,Closed,Support,Owner_7,Medium,"Auto-generated check for txn T106641, severity Medium",112
C201603,T106643,30-07-2025,18-08-2025,Closed,Support,Owner_8,Medium,"Auto-generated check for txn T106643, severity Medium",43
C201604,T106647,25-07-2025,20-08-2025,In Progress,Corporate,Owner_9,Medium,"Auto-generated check for txn T106647, severity Medium",41
C201605,T106649,08-07-2025,24-07-2025,Closed,Corporate,Owner_10,Low,"Auto-generated check for txn T106649, severity Low",68
C201606,T106659,11-07-2024,27-07-2024,Closed,Corporate,Owner_11,Medium,"Auto-generated check for txn T106659, severity Medium",430
C201607,T106661,12-10-2024,20-10-2024,Closed,Support,Owner_12,Low,"Auto-generated check for txn T106661, severity Low",345
C201608,T106666,31-07-2024,24-08-2024,Closed,Corporate,Owner_1,Medium,"Auto-generated check for txn T106666, severity Medium",402
C201609,T106668,06-04-2024,04-05-2024,Closed,Support,Owner_2,Low,"Auto-generated check for txn T106668, severity Low",514
C201610,T106674,30-03-2024,14-04-2024,Closed,Risk,Owner_3,Low,"Auto-generated check for txn T106674, severity Low",534
C201611,T106676,08-02-2025,27-02-2025,Closed,Retail,Owner_4,Medium,"Auto-generated check for txn T106676, severity Medium",215
C201612,T106684,24-03-2025,06-04-2025,Closed,Online,Owner_5,Low,"Auto-generated check for txn T106684, severity Low",177
C201613,T106695,21-04-2025,21-05-2025,Closed,Online,Owner_6,Low,"Auto-generated check for txn T106695, severity Low",132
C201614,T106699,11-07-2024,21-07-2024,Open,Corporate,Owner_7,Medium,"Auto-generated check for txn T106699, severity Medium",436
C201615,T106704,24-10-2024,15-11-2024,Open,Corporate,Owner_8,Low,"Auto-generated check for txn T106704, severity Low",319
C201616,T106712,28-03-2025,05-04-2025,Closed,Retail,Owner_9,Medium,"Auto-generated check for txn T106712, severity Medium",178
