TransactionID,Date,Amount,Region,Department,CustomerID,TransactionType,RiskScore,IsFraud,RelatedComplianceCheckID
T105344,04-09-2025,402.02,North,Corporate,C1288,Payment,6.64,0,
T105345,08-12-2024,154.87,West,Online,C2709,Withdrawal,3.05,0,
T105346,10-01-2024,9417.89,North,Risk,C1208,Deposit,7.62,1,C201294
T105347,13-06-2024,329.47,East,Retail,C2594,Payment,4.11,0,
T105348,14-10-2024,1905.51,South,Corporate,C1611,Payment,5.66,0,
T105349,18-03-2025,61.38,South,Corporate,C1696,Withdrawal,3.69,0,
T105350,12-04-2025,213.55,East,Online,C1445,Payment,4.14,0,C201295
T105351,27-09-2025,453.17,Central,Retail,C1190,Deposit,4.62,0,C201296
T105352,02-07-2024,135.67,South,Retail,C1840,Deposit,2.3,0,
T105353,09-12-2024,243.07,North,Retail,C1670,Transfer,5.33,0,C201297
T105354,06-12-2024,310.59,East,Corporate,C2702,Payment,2.87,0,
T105355,15-09-2024,304.69,South,Retail,C1596,Payment,6.07,0,
T105356,17-04-2024,3737.39,North,Corporate,C2045,Deposit,6.17,0,
T105357,15-09-2025,635.16,North,Corporate,C1272,Withdrawal,6.04,0,
T105358,28-06-2025,717.24,North,Retail,C2154,Payment,2.51,0,
T105359,13-11-2024,770.92,East,Support,C2823,Payment,5.14,0,
T105360,19-01-2025,841.47,East,Risk,C1288,Transfer,5.22,0,
T105361,24-05-2024,365.23,North,Risk,C1191,Deposit,3.7,0,
T105362,12-12-2024,274.54,West,Support,C1265,Withdrawal,5.38,0,
T105363,19-03-2025,492.84,North,Retail,C2796,Payment,4.19,0,
T105364,24-11-2024,1616.74,Central,Corporate,C1835,Payment,4.75,0,
T105365,23-09-2025,1558.51,East,Online,C1242,Payment,5.28,0,
T105366,25-01-2025,302.33,North,Support,C1677,Deposit,5.55,0,
T105367,24-08-2024,1013.75,Central,Risk,C1991,Payment,5.66,0,
T105368,07-05-2025,319.42,South,Risk,C2637,Withdrawal,4.98,0,
T105369,18-04-2024,420.16,East,Corporate,C1680,Payment,5.57,0,
T105370,02-09-2024,228.55,South,Risk,C1211,Payment,4.09,0,
T105371,09-08-2024,324.42,West,Risk,C2608,Transfer,5.69,0,
T105372,02-10-2024,2017.46,East,Corporate,C1700,Withdrawal,6.26,0,C201298
T105373,13-05-2025,450.75,North,Retail,C1910,Payment,5.7,0,C201299
T105374,04-11-2024,474.54,North,Risk,C1819,Payment,4,0,
T105375,21-05-2025,71.05,West,Retail,C1007,Transfer,3.61,0,
T105376,02-01-2025,278.36,South,Online,C2463,Withdrawal,5.48,0,
T105377,06-08-2024,302,North,Retail,C2633,Transfer,6.49,0,
T105378,31-05-2025,149.16,East,Corporate,C2821,Payment,5.16,0,
T105379,01-06-2024,414.05,West,Corporate,C1585,Transfer,5.92,0,
T105380,23-05-2024,241.04,South,Corporate,C1077,Deposit,2.68,0,
T105381,17-11-2024,444.08,South,Risk,C1891,Deposit,4.47,0,C201300
T105382,15-06-2024,466.75,Central,Support,C2527,Transfer,5.49,0,
T105383,06-01-2024,128.14,North,Risk,C2697,Deposit,2.44,0,
T105384,17-02-2025,250.02,East,Retail,C1698,Payment,4.86,0,C201301
T105385,22-11-2024,442.68,Central,Online,C2719,Payment,4.39,0,
T105386,11-10-2024,1670.97,Central,Online,C2237,Withdrawal,5.38,0,C201302
T105387,08-09-2025,548.98,North,Online,C2932,Payment,5.02,0,
T105388,30-12-2024,182.3,South,Online,C2202,Deposit,4.59,0,
T105389,04-07-2025,651.19,North,Support,C1570,Payment,5.93,0,
T105390,29-03-2024,3130.85,Central,Online,C2853,Payment,4.87,0,
T105391,29-12-2024,1212.02,Central,Risk,C2052,Payment,6.63,0,
T105392,07-07-2025,778.24,South,Online,C1604,Payment,5.94,0,C201303
T105393,07-01-2025,963.63,West,Corporate,C1061,Transfer,5.03,0,
T105394,03-04-2025,2270.93,Central,Retail,C2158,Payment,7.08,0,
T105395,25-08-2024,1466.67,South,Risk,C1427,Payment,3.63,0,
T105396,28-02-2024,796.41,North,Support,C2157,Withdrawal,5.4,0,
T105397,19-10-2024,1454.43,North,Risk,C1482,Payment,4.95,0,
T105398,08-09-2024,110.17,South,Corporate,C1829,Withdrawal,2.56,0,
T105399,07-07-2025,66.51,Central,Online,C2764,Payment,1.68,0,
T105400,04-06-2024,487.12,Central,Online,C2091,Payment,5.61,0,C201304
T105401,08-09-2025,438.09,North,Support,C2485,Payment,5.39,0,
T105402,03-09-2025,210.04,North,Retail,C1764,Transfer,5.7,0,
T105403,06-06-2024,1086.83,South,Online,C1453,Withdrawal,6.22,0,C201305
T105404,10-08-2024,43.14,West,Support,C1016,Deposit,2.81,0,C201306
T105405,25-07-2025,212.36,East,Online,C1944,Payment,7.53,0,C201307
T105406,08-09-2025,225.44,East,Risk,C1151,Transfer,5.53,0,
T105407,09-10-2024,56.62,East,Support,C1460,Payment,1.97,0,C201308
T105408,23-07-2024,2425.22,North,Support,C1247,Deposit,5.83,0,
T105409,01-12-2024,78.96,East,Support,C2419,Withdrawal,3.85,0,
T105410,14-03-2025,199.14,Central,Online,C2848,Payment,3.91,0,
T105411,23-06-2024,1199.4,North,Support,C1156,Payment,7.95,1,C201309
T105412,14-04-2025,875.9,East,Risk,C1599,Payment,4.92,0,C201310
T105413,02-02-2024,106.72,South,Retail,C2341,Withdrawal,3.33,0,C201311
T105414,01-02-2024,915.06,East,Retail,C1097,Withdrawal,6.19,0,
T105415,03-09-2024,571.2,East,Corporate,C2101,Deposit,5.11,0,
T105416,13-08-2024,6631.87,East,Risk,C1538,Transfer,6.42,0,C201312
T105417,20-07-2024,655.06,Central,Risk,C2924,Transfer,7.66,0,C201313
T105418,09-11-2024,340.53,South,Support,C1295,Payment,6.45,1,
T105419,23-07-2024,144.34,East,Corporate,C2454,Transfer,2.31,0,
T105420,02-05-2024,165.16,North,Risk,C2928,Payment,6.34,0,
T105421,16-07-2024,149.77,West,Risk,C1399,Withdrawal,3.81,0,
T105422,13-09-2025,2090.83,South,Risk,C1012,Payment,7.24,0,
T105423,19-09-2024,412.22,West,Online,C1437,Payment,7.12,0,
T105424,10-10-2024,794.96,South,Risk,C2422,Withdrawal,6.17,0,
T105425,02-01-2025,2482.69,North,Online,C1664,Deposit,8.74,0,C201314
T105426,19-09-2025,23.8,North,Risk,C1399,Transfer,3.78,0,
T105427,03-06-2024,1871.79,Central,Retail,C2067,Withdrawal,6.55,0,
T105428,10-03-2025,431.16,South,Online,C2395,Withdrawal,5.98,0,
T105429,01-04-2025,679.98,North,Online,C1373,Payment,3.6,0,
T105430,22-01-2025,149.29,North,Support,C2003,Payment,3.78,0,
T105431,26-02-2024,163.02,South,Risk,C2630,Deposit,2.8,0,
T105432,07-03-2025,725.32,North,Corporate,C1558,Deposit,4.92,0,
T105433,10-02-2024,7055.18,East,Corporate,C1484,Payment,7.27,0,
T105434,15-01-2025,1344.77,North,Corporate,C1416,Payment,5.39,0,C201315
T105435,16-04-2025,1842.04,East,Corporate,C2107,Deposit,5.62,0,C201316
T105436,14-05-2024,320.41,North,Retail,C1665,Withdrawal,2.93,0,C201317
T105437,20-06-2025,196.32,East,Corporate,C1482,Payment,3.59,0,
T105438,20-01-2024,158.07,East,Support,C2319,Payment,6.07,0,
T105439,22-06-2025,224.54,North,Corporate,C1838,Deposit,3.64,0,
T105440,20-10-2024,34.35,South,Support,C2964,Payment,2.59,0,
T105441,18-05-2024,169.03,South,Online,C1105,Payment,4.39,0,
T105442,26-03-2024,205.94,South,Risk,C2630,Transfer,4.7,0,
T105443,31-08-2025,326.87,East,Corporate,C2232,Payment,4.41,0,
T105444,16-02-2024,472.53,East,Support,C2706,Payment,3.16,0,C201318
T105445,07-05-2024,623.25,West,Support,C2991,Payment,5.68,0,
T105446,09-08-2024,396.27,North,Risk,C1790,Payment,7.01,0,
T105447,30-01-2025,200.79,South,Online,C2838,Withdrawal,6.44,0,
T105448,13-12-2024,38.24,North,Corporate,C1811,Transfer,2.22,0,C201319
T105449,21-03-2024,202.28,East,Support,C1849,Payment,4.72,0,
T105450,03-07-2024,125.59,East,Corporate,C1169,Payment,6.94,0,C201320
T105451,01-06-2024,705.76,South,Retail,C1779,Payment,5.11,0,
T105452,16-05-2024,1201.28,West,Support,C1509,Payment,5.79,0,
T105453,19-09-2024,1244.25,North,Online,C1349,Withdrawal,3.72,0,
T105454,25-03-2025,1000.59,Central,Risk,C2699,Payment,6.61,0,
T105455,18-05-2024,343.7,North,Support,C2614,Payment,4.94,0,
T105456,21-08-2024,215.65,West,Retail,C1465,Withdrawal,3.21,0,
T105457,06-09-2024,164.59,South,Risk,C2932,Payment,4.93,0,
T105458,14-09-2025,66.09,Central,Online,C2751,Payment,4.63,0,
T105459,01-09-2025,1326.4,North,Corporate,C2104,Deposit,4.72,0,C201321
T105460,25-05-2025,327.13,South,Corporate,C1448,Deposit,2.58,0,
T105461,03-06-2024,90.41,South,Support,C1631,Deposit,3.84,0,
T105462,13-02-2024,149.64,Central,Risk,C2124,Transfer,4.86,0,
T105463,21-07-2024,142.54,Central,Retail,C2392,Deposit,4.31,0,C201322
T105464,19-06-2024,424.8,North,Retail,C2818,Withdrawal,6.15,0,
T105465,18-11-2024,1452.38,West,Online,C2683,Payment,3.57,0,
T105466,11-05-2025,265.71,East,Risk,C2553,Transfer,3.21,0,
T105467,01-07-2025,27.03,North,Risk,C2855,Payment,3.11,0,
T105468,23-06-2025,321.5,North,Corporate,C1764,Transfer,2.69,0,C201323
T105469,17-08-2024,334.48,Central,Online,C2288,Payment,3.68,0,
T105470,14-03-2025,308,East,Online,C1201,Payment,3.9,0,
T105471,18-07-2024,190,North,Online,C2141,Payment,5.41,0,
T105472,08-02-2024,523.7,North,Risk,C2146,Payment,6.47,0,C201324
T105473,23-03-2025,436.75,South,Corporate,C2048,Payment,5.65,0,
T105474,07-01-2024,391.59,East,Online,C1368,Transfer,6.95,0,
T105475,18-09-2024,661.94,South,Corporate,C1384,Payment,6.75,0,C201325
T105476,29-07-2024,240.86,East,Online,C2594,Withdrawal,5.31,0,
T105477,18-03-2025,225,North,Risk,C2955,Transfer,5.22,0,
T105478,03-05-2025,2113.6,South,Corporate,C1273,Transfer,5.18,0,
T105479,13-07-2024,789.36,North,Support,C2070,Payment,3.52,0,
T105480,01-06-2025,1088.26,Central,Online,C1334,Withdrawal,4.56,0,
T105481,06-07-2024,1756.93,North,Risk,C2440,Transfer,6.76,0,
T105482,11-10-2024,758.34,West,Corporate,C1533,Deposit,4.79,0,
T105483,08-04-2025,1229.14,South,Retail,C1343,Payment,6.24,0,
T105484,18-03-2025,60.63,East,Risk,C2344,Payment,1.2,0,
T105485,21-09-2025,515.42,South,Risk,C2162,Payment,5.52,0,C201326
T105486,23-05-2024,324,West,Retail,C1106,Payment,3.54,0,
T105487,26-02-2025,3020.63,Central,Retail,C1921,Payment,5.26,0,
T105488,23-01-2025,1228.04,South,Support,C1345,Deposit,7.5,0,
T105489,06-08-2025,189.33,South,Support,C1709,Transfer,6.77,0,
T105490,09-04-2024,631.03,West,Support,C1992,Payment,3.75,0,C201327
T105491,24-04-2025,493.35,North,Risk,C1446,Withdrawal,4.59,0,C201328
T105492,28-12-2024,695.89,West,Risk,C1461,Payment,4.96,0,
T105493,24-06-2024,118.79,North,Risk,C2239,Payment,4.75,0,
T105494,29-10-2024,621.43,West,Support,C1805,Transfer,4.46,0,
T105495,31-07-2024,306.81,East,Corporate,C2405,Transfer,3.56,0,
T105496,04-01-2025,566.2,North,Risk,C2072,Transfer,5.31,0,
T105497,21-07-2025,169.14,West,Risk,C2640,Payment,4.21,0,
T105498,29-12-2024,199.92,East,Risk,C1656,Payment,5.27,0,
T105499,07-02-2025,1650.13,North,Support,C2080,Deposit,4.89,0,
T105500,26-11-2024,114.22,South,Online,C2549,Deposit,3.59,0,
T105501,02-02-2024,124.8,East,Support,C1338,Payment,4.83,0,C201329
T105502,28-05-2024,379.21,North,Online,C2031,Transfer,4.61,0,
T105503,09-11-2024,159.77,Central,Support,C1695,Payment,2.06,0,
T105504,16-07-2024,139.49,West,Corporate,C1022,Payment,5.93,0,
T105505,25-04-2024,457.64,North,Corporate,C2067,Withdrawal,4.71,0,
T105506,17-11-2024,66.28,Central,Risk,C2601,Transfer,3.38,0,
T105507,24-07-2024,120.35,South,Support,C2794,Withdrawal,6.91,0,C201330
T105508,13-06-2024,4745.32,East,Online,C1436,Transfer,8.99,1,C201331
T105509,23-10-2024,700.2,South,Online,C1908,Transfer,6.25,0,C201332
T105510,26-03-2024,164.7,West,Corporate,C2092,Payment,2.79,0,
T105511,14-08-2025,666.38,West,Risk,C1593,Withdrawal,6.72,0,
T105512,07-07-2025,796.95,East,Online,C1512,Deposit,3.07,0,
T105513,27-03-2025,1330.48,South,Support,C1996,Payment,5.72,0,
T105514,08-03-2024,346.34,South,Risk,C1276,Payment,4.06,0,C201333
T105515,10-05-2025,1302.18,South,Support,C1491,Deposit,4.7,0,
T105516,30-05-2025,34.95,North,Support,C1082,Payment,3.3,0,
T105517,04-05-2025,113.57,South,Corporate,C2335,Payment,4.57,0,C201334
T105518,13-03-2024,491.1,West,Support,C1101,Payment,5.8,0,
T105519,14-02-2025,599.18,Central,Retail,C2249,Payment,4.9,0,C201335
T105520,16-06-2025,135.08,South,Risk,C2409,Payment,3.7,0,
T105521,03-01-2025,550.76,South,Retail,C1467,Transfer,5.96,0,
T105522,16-02-2025,190.83,Central,Support,C1798,Transfer,5.25,0,C201336
T105523,19-10-2024,289.35,Central,Support,C2164,Transfer,4.65,0,
T105524,03-12-2024,1379.85,South,Corporate,C2549,Transfer,4.55,0,
T105525,22-01-2024,1200.78,North,Corporate,C1997,Payment,3.46,0,
T105526,11-02-2025,121.94,West,Corporate,C1331,Withdrawal,4.68,0,C201337
T105527,21-02-2024,113.44,West,Corporate,C1952,Deposit,5,0,
T105528,04-10-2024,246.31,North,Online,C2292,Payment,4.13,0,
T105529,05-07-2024,390.69,East,Corporate,C2367,Payment,5.15,0,
T105530,13-12-2024,183.19,East,Support,C1999,Payment,5.75,0,
T105531,26-03-2024,1406.38,South,Support,C2886,Payment,8.01,1,C201338
T105532,17-03-2025,612.08,West,Risk,C2677,Deposit,4.54,0,C201339
T105533,22-05-2025,656.75,East,Retail,C1881,Payment,4.96,0,
T105534,14-04-2024,88.25,West,Online,C1093,Transfer,4.2,0,
T105535,07-03-2024,1637.21,East,Online,C1922,Payment,4.25,0,
T105536,02-04-2024,13.68,South,Risk,C2635,Transfer,0,0,
T105537,13-07-2025,1097.58,East,Risk,C2093,Payment,3.82,0,
T105538,02-12-2024,1237.9,West,Corporate,C2149,Withdrawal,5.18,0,C201340
T105539,25-10-2024,240.12,Central,Risk,C2909,Deposit,3.49,0,
T105540,09-03-2024,1858.44,South,Online,C2406,Payment,4.82,0,
T105541,18-02-2025,374.01,North,Retail,C2211,Payment,4.73,0,
T105542,07-07-2025,434.81,Central,Retail,C1505,Payment,4.76,0,
T105543,12-06-2025,606.34,West,Online,C1581,Transfer,4.1,0,
T105544,03-02-2025,18469.76,Central,Corporate,C1910,Payment,5.47,0,
T105545,18-02-2024,2024.99,North,Retail,C1311,Withdrawal,6.34,0,
T105546,12-03-2024,935.76,South,Retail,C2879,Payment,6.58,0,C201341
T105547,01-02-2024,134.91,North,Corporate,C2981,Payment,3.21,0,
T105548,13-06-2024,479.29,Central,Retail,C2804,Transfer,4.38,0,
T105549,27-03-2024,152.06,Central,Support,C2158,Payment,5.01,0,
T105550,14-06-2024,1081.96,East,Online,C2644,Transfer,6.67,0,
T105551,02-09-2024,477.5,North,Retail,C2172,Payment,4.29,0,
T105552,24-08-2025,104.65,North,Retail,C2125,Withdrawal,3.65,0,
T105553,24-01-2025,444.68,East,Corporate,C1357,Payment,6.56,0,
T105554,16-06-2025,145.58,East,Retail,C1141,Transfer,5.06,0,
T105555,29-03-2025,483.7,West,Corporate,C2794,Payment,3.48,0,
T105556,12-03-2024,143.9,South,Online,C1830,Payment,1.94,0,
T105557,14-04-2025,416.96,South,Support,C1170,Transfer,4.41,0,
T105558,24-06-2024,992.83,North,Risk,C2388,Payment,4.19,0,
T105559,11-02-2025,378.55,East,Online,C2762,Payment,5.24,0,
T105560,05-08-2024,252.38,East,Retail,C1011,Payment,5.25,0,
T105561,28-09-2025,514.88,Central,Support,C2078,Payment,5.2,0,C201342
T105562,17-06-2024,931.34,West,Risk,C1501,Withdrawal,4.34,0,C201343
T105563,27-06-2024,106.85,South,Risk,C1980,Deposit,2.27,0,
T105564,16-08-2025,551.58,South,Retail,C2978,Payment,5.73,0,
T105565,16-01-2024,1960.68,Central,Risk,C2781,Deposit,6.83,0,C201344
T105566,20-03-2025,803.03,North,Risk,C1885,Deposit,6.53,0,
T105567,07-04-2025,432.38,South,Online,C1915,Payment,4.42,0,
T105568,17-06-2025,869.3,Central,Online,C1891,Payment,5.15,0,
T105569,13-09-2025,694.36,West,Risk,C1602,Payment,6.08,0,C201345
T105570,14-09-2025,996.57,East,Corporate,C1324,Transfer,5.37,0,
T105571,11-02-2024,35.56,North,Retail,C2964,Payment,2.34,0,C201346
T105572,08-06-2025,62.54,Central,Corporate,C2846,Payment,2.41,0,C201347
T105573,16-02-2025,1347.22,North,Corporate,C2722,Payment,6.43,0,C201348
T105574,17-02-2025,66.27,South,Risk,C2866,Transfer,3.11,0,C201349
T105575,22-03-2024,653.18,North,Retail,C1496,Payment,4.41,0,C201350
T105576,18-02-2025,264.42,North,Corporate,C1315,Withdrawal,4.97,0,C201351
T105577,18-09-2025,122.07,Central,Online,C2724,Deposit,3.03,0,C201352
T105578,04-08-2025,613.75,East,Online,C2833,Withdrawal,4.32,0,
T105579,07-10-2024,513.49,West,Retail,C1171,Payment,4.94,0,
T105580,26-01-2024,5076.67,Central,Corporate,C2413,Payment,5.94,0,
T105581,19-08-2024,190.61,South,Support,C1580,Payment,5.89,0,C201353
T105582,11-06-2025,2271.36,North,Support,C2301,Deposit,6.58,0,
T105583,23-03-2025,615.79,East,Retail,C2344,Withdrawal,5.17,0,
T105584,20-10-2024,182.5,East,Retail,C1083,Transfer,5.85,0,
T105585,05-02-2024,1052.68,East,Support,C1087,Payment,5.49,0,
T105586,29-09-2024,795.43,North,Corporate,C2171,Withdrawal,6.5,0,C201354
T105587,26-10-2024,421.16,East,Corporate,C1765,Withdrawal,3.56,0,C201355
T105588,15-08-2025,555.33,South,Risk,C2838,Deposit,4.19,0,
T105589,13-02-2025,197.08,South,Retail,C1943,Transfer,3.07,0,
T105590,17-07-2024,149.76,South,Corporate,C1732,Transfer,4.63,0,
T105591,01-12-2024,1003.58,South,Support,C1745,Transfer,3.51,0,
T105592,12-02-2024,308.36,South,Support,C1535,Deposit,4.91,0,
T105593,12-09-2025,366.46,South,Online,C2786,Transfer,4.06,0,
T105594,17-08-2024,564.41,Central,Corporate,C1327,Payment,5.11,0,C201356
T105595,31-10-2024,554.65,Central,Risk,C1097,Transfer,4.92,0,C201357
T105596,14-08-2024,72.59,East,Risk,C1213,Deposit,4.19,0,
T105597,11-03-2025,1888.43,Central,Retail,C1806,Transfer,8.49,1,C201358
T105598,26-02-2025,466.57,Central,Online,C1310,Transfer,7.25,1,
T105599,01-04-2025,316.34,South,Support,C2760,Withdrawal,5.53,0,
T105600,20-06-2024,676.56,East,Support,C2395,Transfer,4.67,0,
T105601,20-07-2024,535.85,Central,Retail,C2501,Payment,5.15,0,
T105602,20-03-2024,1012.8,East,Risk,C1182,Withdrawal,4.89,0,
T105603,22-02-2025,769.38,North,Risk,C1197,Payment,4.29,0,
T105604,26-01-2024,954.72,West,Support,C2982,Deposit,2.98,0,C201359
T105605,16-01-2025,2040.99,North,Retail,C2356,Deposit,5.59,0,
T105606,08-07-2025,1164.85,South,Corporate,C2643,Payment,5.8,0,
T105607,22-07-2025,332.76,South,Online,C2938,Deposit,5.32,0,
T105608,13-10-2024,104.85,South,Risk,C2849,Payment,3.91,0,
T105609,20-10-2024,2985.01,North,Risk,C1409,Transfer,5.29,0,
T105610,19-02-2024,303.3,Central,Risk,C1720,Payment,3.92,0,
T105611,03-03-2025,228.67,South,Corporate,C1356,Payment,5.43,0,
T105612,07-06-2025,50.2,North,Corporate,C2114,Deposit,1.22,0,C201360
T105613,05-06-2024,605.57,North,Online,C1855,Deposit,4.4,0,C201361
T105614,25-09-2024,482.35,East,Risk,C2198,Transfer,4.87,0,
T105615,19-06-2025,65.49,Central,Support,C1653,Payment,2.96,0,
T105616,13-07-2025,695.01,North,Risk,C1642,Payment,3.28,0,
T105617,04-06-2024,221.89,North,Online,C1964,Deposit,5.42,0,
T105618,17-12-2024,10182.01,East,Online,C1638,Payment,8.39,0,C201362
T105619,02-05-2024,203.72,East,Support,C1760,Payment,3.06,0,
T105620,05-03-2024,239.31,South,Corporate,C2421,Withdrawal,0.51,0,
T105621,04-08-2025,141.21,South,Support,C1263,Deposit,6.39,0,
T105622,07-06-2025,1869.55,East,Online,C2514,Payment,5.3,0,
T105623,29-04-2025,257.93,South,Support,C1728,Withdrawal,3.24,0,
T105624,01-02-2024,169.03,Central,Risk,C1526,Transfer,3.98,0,
T105625,22-06-2025,942.32,North,Online,C2196,Payment,5.7,0,
T105626,06-10-2024,76.98,South,Corporate,C1740,Withdrawal,2.81,0,
T105627,06-08-2024,854.17,West,Corporate,C2196,Withdrawal,5.4,0,
T105628,14-12-2024,3420.97,Central,Support,C2282,Payment,6.08,0,C201363
T105629,28-02-2024,796.26,North,Support,C1364,Transfer,4.37,0,
T105630,27-04-2025,867.38,Central,Support,C2418,Withdrawal,3.3,0,C201364
T105631,06-01-2025,1146.05,West,Risk,C1008,Payment,7.05,0,
T105632,29-04-2024,3138.97,South,Corporate,C2283,Payment,6.84,0,
T105633,30-04-2024,1723.09,East,Online,C1112,Payment,4.82,0,C201365
T105634,27-04-2024,683.76,South,Online,C2742,Payment,5.58,0,
T105635,06-02-2024,1193.53,North,Corporate,C1474,Payment,4.44,0,
T105636,10-01-2025,139.33,South,Support,C1478,Transfer,3.93,0,
T105637,20-06-2025,1024.08,East,Retail,C2201,Payment,6.09,0,
T105638,12-01-2024,120.7,Central,Support,C1847,Payment,4.43,0,C201366
T105639,01-02-2024,259.71,South,Corporate,C2527,Payment,3.93,0,C201367
T105640,31-12-2024,9.98,South,Risk,C2759,Withdrawal,3.16,0,
T105641,06-06-2025,653.09,East,Support,C1481,Transfer,5.07,0,
T105642,27-07-2024,186.3,West,Online,C2669,Payment,3.55,0,
T105643,11-08-2024,1530.54,West,Risk,C1427,Deposit,7.67,0,C201368
T105644,15-01-2025,644.34,South,Corporate,C2540,Withdrawal,3.7,0,
T105645,23-06-2024,1554.51,East,Retail,C1184,Transfer,6.15,0,
T105646,17-01-2024,109.91,South,Support,C2840,Payment,5.51,0,
T105647,14-04-2025,1402.57,West,Risk,C2618,Payment,3.55,0,C201369
T105648,03-02-2025,5049.41,North,Risk,C2757,Deposit,8.46,0,C201370
T105649,05-01-2025,1009.28,South,Online,C1715,Payment,7.39,0,
T105650,18-04-2025,1041.5,East,Support,C1580,Transfer,4.83,0,
T105651,06-03-2025,494.49,Central,Retail,C2947,Transfer,5.21,0,C201371
T105652,11-05-2024,214.95,East,Risk,C1375,Deposit,3.4,0,
T105653,12-08-2024,1005.69,Central,Online,C1678,Payment,4.37,0,
T105654,21-03-2024,66.2,North,Support,C1929,Transfer,2.1,0,
T105655,23-03-2024,244.37,East,Support,C1445,Withdrawal,6.4,0,
T105656,07-03-2025,48.17,South,Retail,C2035,Payment,2.96,0,
T105657,01-07-2025,173.4,East,Online,C2220,Payment,2.47,0,
T105658,06-09-2025,871.71,West,Retail,C1565,Payment,6.51,0,
T105659,04-02-2025,739.87,Central,Risk,C1871,Payment,5.96,0,
T105660,27-04-2024,428.85,West,Corporate,C1484,Payment,5.22,0,
T105661,08-03-2024,494.96,West,Corporate,C1335,Transfer,4.08,0,
T105662,02-06-2025,41.97,Central,Retail,C2352,Withdrawal,2.66,0,C201372
T105663,04-01-2025,257.99,South,Retail,C1736,Deposit,6.9,0,
T105664,29-01-2025,178.11,Central,Corporate,C1676,Payment,4.61,0,
T105665,13-05-2025,182.93,Central,Risk,C2440,Payment,3.53,0,
T105666,24-03-2025,828.4,East,Retail,C2712,Deposit,6.12,1,
T105667,16-06-2025,143.65,West,Risk,C2536,Withdrawal,5.01,0,
T105668,05-02-2024,195.27,South,Risk,C2710,Transfer,6.39,0,C201373
T105669,21-04-2025,32.97,North,Online,C2700,Payment,3.06,0,C201374
T105670,26-06-2025,283.45,East,Risk,C2160,Deposit,5.35,0,
T105671,01-07-2024,109.35,North,Support,C1273,Payment,4.45,0,C201375
T105672,12-02-2025,443.65,East,Corporate,C2381,Payment,3.93,0,
T105673,19-07-2024,128.85,Central,Corporate,C2876,Withdrawal,2.28,0,
T105674,03-09-2025,457.35,North,Retail,C2707,Transfer,5.56,0,
T105675,22-01-2024,339.13,North,Retail,C2485,Payment,5.43,0,C201376
T105676,04-01-2025,3000.25,East,Online,C1230,Transfer,3.21,0,
T105677,16-04-2024,732.65,South,Online,C1230,Withdrawal,5.78,0,
T105678,30-03-2025,44.36,South,Support,C2138,Withdrawal,3.09,0,
T105679,22-04-2024,88.42,South,Retail,C1709,Payment,4.18,0,C201377
T105680,30-05-2024,431.06,North,Corporate,C2854,Payment,4.19,0,
T105681,11-11-2024,132.18,North,Support,C1514,Transfer,5.69,0,C201378
T105682,06-08-2025,11.45,Central,Retail,C1111,Deposit,3.51,0,
T105683,15-05-2024,2037.45,North,Support,C2169,Payment,4.19,0,
T105684,02-04-2024,957.45,East,Risk,C1932,Payment,4.15,0,
T105685,29-04-2025,753.83,Central,Risk,C2811,Payment,5.23,0,
T105686,15-11-2024,194.65,Central,Support,C2372,Payment,3.47,0,C201379
T105687,04-08-2025,673.99,North,Retail,C2059,Deposit,6.38,0,
T105688,03-04-2024,173.26,East,Risk,C2231,Payment,2.91,0,
T105689,16-02-2025,515.86,West,Risk,C1003,Withdrawal,6.18,0,C201380
T105690,28-05-2024,133.66,West,Support,C2143,Payment,1.04,0,
T105691,10-04-2024,2488.78,West,Risk,C1108,Payment,5.51,0,
T105692,12-03-2025,61.3,East,Corporate,C2101,Deposit,5.07,0,
T105693,13-01-2025,1770.01,North,Risk,C2552,Transfer,5.69,0,
T105694,26-04-2025,422.72,East,Support,C2762,Transfer,4.79,0,
T105695,16-07-2024,224.22,West,Risk,C2720,Withdrawal,5.24,0,
T105696,12-10-2024,492.95,East,Risk,C1738,Payment,5.5,0,
T105697,15-09-2024,972.64,North,Online,C1048,Transfer,5.2,0,
T105698,19-09-2025,2079.94,North,Support,C2132,Payment,7.46,1,
T105699,05-07-2024,587.44,Central,Support,C1479,Withdrawal,5.14,0,
T105700,07-07-2024,138.54,North,Online,C2716,Transfer,4.62,0,
T105701,14-08-2024,431.28,South,Online,C2395,Payment,5.9,0,
T105702,26-12-2024,3569.4,West,Corporate,C1521,Deposit,3.34,0,
T105703,09-06-2024,2032.89,South,Risk,C1924,Transfer,4.99,0,
T105704,06-08-2025,1200.53,North,Retail,C1375,Payment,4.78,0,
T105705,18-06-2024,1048.19,East,Retail,C2146,Payment,6.18,0,
T105706,25-07-2025,933.87,East,Online,C1587,Deposit,7.4,0,
T105707,07-03-2024,1620.53,East,Support,C1634,Deposit,3.46,0,
T105708,22-02-2025,233.23,Central,Support,C1648,Transfer,3.84,0,
T105709,01-08-2025,79.35,South,Corporate,C2113,Payment,4.9,0,
T105710,17-04-2024,438.26,West,Retail,C2172,Payment,2.69,0,
T105711,09-09-2025,151.25,North,Support,C2024,Payment,4.49,0,C201381
T105712,15-10-2024,113.75,South,Corporate,C2443,Transfer,4.38,0,
